"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.47679834524071e-19,0.876346780464395,0.3,0.136,2.02528125066311e-15,"Memory CD4 T","CORO1B"
1.77626582738946e-19,0.291437726992237,0.998,0.967,2.4359709556819e-15,"Memory CD4 T","RPL31"
2.01386355531045e-19,0.676696422492166,0.275,0.114,2.76181247975275e-15,"Memory CD4 T","SUSD3"
6.36033244166272e-19,0.226796366776312,1,0.995,8.72255991049625e-15,"Memory CD4 T","RPS6"
7.40825467531671e-19,0.480729589911607,0.304,0.13,1.01596804617293e-14,"Memory CD4 T","PBXIP1"
2.42307421335999e-18,0.577257370425554,0.458,0.247,3.32300397620189e-14,"Memory CD4 T","GIMAP5"
3.56864874525763e-18,0.233349459796911,1,0.995,4.89404488924632e-14,"Memory CD4 T","RPS14"
5.64676175617985e-18,0.324730565653333,0.497,0.259,7.74396907242505e-14,"Memory CD4 T","ACAP1"
7.98689928147343e-18,-1.17120066850662,0.238,0.401,1.09532336746127e-13,"Memory CD4 T","PYCARD"
1.23319520061609e-17,0.488700130128164,0.663,0.435,1.6912038981249e-13,"Memory CD4 T","IFITM1"
1.49444654267846e-17,0.378640331528489,0.65,0.394,2.04948398862924e-13,"Memory CD4 T","IL2RG"
2.84639476629939e-17,-0.66239373673346,0.849,0.81,3.90354578250299e-13,"Memory CD4 T","ARPC3"
3.2590950537778e-17,0.428092717676825,0.841,0.638,4.46952295675087e-13,"Memory CD4 T","HSPA8"
4.06579732987639e-17,0.198093436722907,1,0.998,5.57583445819248e-13,"Memory CD4 T","RPL10"
6.41535406578236e-17,0.332214451253471,0.979,0.876,8.79801656581393e-13,"Memory CD4 T","CD52"
7.34249851240786e-17,0.528281245761359,0.458,0.252,1.00695024599161e-12,"Memory CD4 T","YWHAQ"
8.02525171911222e-17,-1.0114430858292,0.093,0.265,1.10058302075905e-12,"Memory CD4 T","FCGRT"
1.06848794023445e-16,0.310260194529888,0.965,0.895,1.46532436123752e-12,"Memory CD4 T","RPL36A"
1.30690293956841e-16,0.218052202803142,0.998,0.997,1.79228669132412e-12,"Memory CD4 T","RPLP1"
2.25875813713937e-16,0.24327408314689,1,0.987,3.09766090927293e-12,"Memory CD4 T","RPS7"
3.34160970234227e-16,0.396958506593462,0.861,0.708,4.58268354579219e-12,"Memory CD4 T","RPSAP58"
5.31502786525143e-16,0.621104609366705,0.288,0.133,7.2890292144058e-12,"Memory CD4 T","TNFAIP3"
7.27964190555445e-16,0.591385892282375,0.528,0.323,9.98330090927737e-12,"Memory CD4 T","CD69"
9.1599235877307e-16,0.675519651368005,0.631,0.421,1.25619192082139e-11,"Memory CD4 T","GIMAP4"
9.52954193996188e-16,0.438156079672717,0.549,0.33,1.30688138164637e-11,"Memory CD4 T","CRIP1"
1.14250635672891e-15,0.278463023526064,0.992,0.956,1.56683321761803e-11,"Memory CD4 T","RPL17"
1.74238839128697e-15,0.177844226871444,1,0.996,2.38951143981095e-11,"Memory CD4 T","RPS2"
3.64603072298798e-15,0.375702934442694,0.629,0.417,5.00016653350572e-11,"Memory CD4 T","ARL6IP5"
4.01100269038988e-15,0.295430272278963,0.963,0.844,5.50068908960068e-11,"Memory CD4 T","RPS21"
5.44384487177915e-15,0.58415460796744,0.416,0.226,7.46568885715792e-11,"Memory CD4 T","MZT2A"
6.11304725940069e-15,0.217962627131358,1,0.973,8.38343301154210e-11,"Memory CD4 T","RPL9"
8.12769495148743e-15,0.208115051195827,1,0.982,1.11463208564699e-10,"Memory CD4 T","RPL35A"
8.73114180610489e-15,-1.41147724718887,0.555,0.599,1.19738878728922e-10,"Memory CD4 T","SAT1"
1.43756191592321e-14,0.462313732006019,0.271,0.129,1.97147241149708e-10,"Memory CD4 T","LIMS1"
1.68548783890438e-14,0.178405926423894,1,0.996,2.31147802227346e-10,"Memory CD4 T","RPL11"
1.85678666812007e-14,0.304717452763781,0.973,0.908,2.54639723665986e-10,"Memory CD4 T","FOS"
2.09390679219793e-14,-0.987239687354986,0.12,0.272,2.87158377482024e-10,"Memory CD4 T","STXBP2"
2.13748567338002e-14,0.309964833785934,0.913,0.766,2.93134785247336e-10,"Memory CD4 T","ITM2B"
2.85569272648287e-14,0.260793381397721,0.99,0.898,3.91629700509861e-10,"Memory CD4 T","RPS26"
3.40929768151698e-14,0.396484576280755,0.29,0.137,4.67551084043239e-10,"Memory CD4 T","LEF1"
3.63000526868041e-14,-1.42485676683094,0.118,0.268,4.97818922546831e-10,"Memory CD4 T","HLA-DQB1"
6.53112871093521e-14,-1.60894609668569,0.126,0.269,8.95678991417654e-10,"Memory CD4 T","CD79B"
6.84144526144365e-14,0.408722013192164,0.522,0.336,9.38235803154382e-10,"Memory CD4 T","FYB"
7.45587548287085e-14,0.367640664299921,0.377,0.201,1.02249876372091e-09,"Memory CD4 T","SEPT1"
7.80319387284791e-14,-1.52526078620544,0.331,0.444,1.07013000772236e-09,"Memory CD4 T","GPX1"
9.69218030613847e-14,0.394521054792021,0.329,0.172,1.32918560718383e-09,"Memory CD4 T","TXN"
1.0022086383532e-13,0.458143652703053,0.542,0.345,1.37442892663759e-09,"Memory CD4 T","PEBP1"
1.11701457526904e-13,0.531488651885804,0.371,0.194,1.53187378852396e-09,"Memory CD4 T","OCIAD2"
2.82850094106451e-13,0.357240309349579,0.646,0.42,3.87900619057587e-09,"Memory CD4 T","ISG20"
2.96392544634159e-13,0.329256031951745,0.594,0.39,4.06472735711285e-09,"Memory CD4 T","TMEM123"
4.57075324670376e-13,0.212763370460268,1,0.968,6.26833100252954e-09,"Memory CD4 T","RPL5"
5.07492678317689e-13,-3.06418795856566,0.188,0.323,6.95975459044878e-09,"Memory CD4 T","NKG7"
6.09854626132022e-13,0.179116574805144,1,0.994,8.36354634277455e-09,"Memory CD4 T","RPL28"
6.42799709062557e-13,0.212549226043774,0.992,0.971,8.81535521008391e-09,"Memory CD4 T","RPS28"
7.67925322458549e-13,-1.03191540397495,0.246,0.375,1.05313278721965e-08,"Memory CD4 T","TKT"
1.21421752176458e-12,0.429118096645114,0.389,0.221,1.66517790934794e-08,"Memory CD4 T","PIK3IP1"
1.28196227971207e-12,-0.903439554294544,0.157,0.304,1.75808307039713e-08,"Memory CD4 T","RGS2"
1.48191191864599e-12,0.360796294022668,0.362,0.195,2.03229400523112e-08,"Memory CD4 T","TSTD1"
1.56974657382504e-12,0.156953724766464,1,0.997,2.15275045134365e-08,"Memory CD4 T","RPL13"
1.62580460558036e-12,0.209180871842015,0.99,0.963,2.22962843609291e-08,"Memory CD4 T","RPS13"
1.67031735313755e-12,0.178442654535159,0.998,0.993,2.29067321809284e-08,"Memory CD4 T","RPL6"
1.94720672537262e-12,0.328469718714793,0.646,0.446,2.67039930317601e-08,"Memory CD4 T","TRAF3IP3"
2.31711170722355e-12,-0.969054331202474,0.188,0.323,3.17768699528637e-08,"Memory CD4 T","AP1S2"
2.77106769770473e-12,-0.76784808161071,0.265,0.417,3.80024224063227e-08,"Memory CD4 T","C1orf162"
3.64433540357742e-12,0.349906663580338,0.308,0.158,4.99784157246608e-08,"Memory CD4 T","PIM1"
4.60563821356021e-12,-0.78924824834804,0.128,0.268,6.31617224607647e-08,"Memory CD4 T","CTSD"
5.31553009371574e-12,0.381575575484555,0.673,0.477,7.28971797052176e-08,"Memory CD4 T","SOD1"
5.55143524551649e-12,0.379928273499105,0.271,0.139,7.61323829570132e-08,"Memory CD4 T","ILF3-AS1"
7.47749407189649e-12,-0.79481806880814,0.356,0.459,1.02546353701988e-07,"Memory CD4 T","RAC1"
1.15692888843464e-11,0.527680896441375,0.354,0.206,1.58661227759927e-07,"Memory CD4 T","TCF7"
1.68650551271494e-11,-0.737879577912223,0.375,0.487,2.31287366013727e-07,"Memory CD4 T","SNX3"
2.37469409073881e-11,0.344662530867317,0.629,0.437,3.2566554760392e-07,"Memory CD4 T","RARRES3"
2.49795006448875e-11,0.42410708073371,0.284,0.151,3.42568871843987e-07,"Memory CD4 T","SOCS3"
2.50322805965673e-11,0.389854855529887,0.435,0.26,3.43292696101324e-07,"Memory CD4 T","ANKRD12"
2.54134604714105e-11,0.316544100260279,0.284,0.143,3.48520196904923e-07,"Memory CD4 T","PRKCQ-AS1"
2.62204887258519e-11,0.188234227733123,0.983,0.952,3.59587782386333e-07,"Memory CD4 T","RPL27"
3.90027440549067e-11,0.197235363958016,1,0.976,5.34883631968991e-07,"Memory CD4 T","RPS3A"
4.43724116506519e-11,0.385174096682649,0.431,0.261,6.0852325337704e-07,"Memory CD4 T","DNAJB1"
5.46772100003324e-11,0.144611702112267,0.849,0.595,7.49843257944559e-07,"Memory CD4 T","PTPRCAP"
6.48430299786373e-11,0.394663774000702,0.532,0.348,8.89257313127031e-07,"Memory CD4 T","HNRNPF"
7.73333135198587e-11,0.298533717202153,0.915,0.791,1.06054906161134e-06,"Memory CD4 T","DDX5"
1.01206802993104e-10,0.328791793652029,0.385,0.22,1.38795009624743e-06,"Memory CD4 T","RHOH"
1.05572075780351e-10,0.208279556054067,0.998,0.974,1.44781544725173e-06,"Memory CD4 T","RPL7A"
1.369950247148e-10,0.169264630949512,0.996,0.966,1.87874976893877e-06,"Memory CD4 T","RPL35"
1.47545607591958e-10,0.356185122150466,0.375,0.223,2.02344046251611e-06,"Memory CD4 T","BIN1"
1.7767671996784e-10,-1.48470756759687,0.443,0.484,2.43665853763896e-06,"Memory CD4 T","LGALS1"
2.0914964248717e-10,-0.999864189051117,0.232,0.345,2.86827819706905e-06,"Memory CD4 T","CEBPB"
2.1097351697776e-10,0.379486982400237,0.793,0.618,2.893290811833e-06,"Memory CD4 T","KLF6"
2.27387640788985e-10,0.163784724839437,1,0.982,3.11839410578014e-06,"Memory CD4 T","RPS16"
3.22892049699176e-10,0.221362256129659,1,0.984,4.4281415695745e-06,"Memory CD4 T","RPL10A"
3.38967637885895e-10,0.189752642023044,0.988,0.961,4.64860218596716e-06,"Memory CD4 T","RPL4"
4.06322569455844e-10,-0.879410028320863,0.271,0.372,5.57230771751744e-06,"Memory CD4 T","AP2S1"
4.93807537741528e-10,0.154788179722677,0.986,0.946,6.77207657258732e-06,"Memory CD4 T","RPL24"
9.31703162303283e-10,0.342661000570515,0.369,0.225,1.27773771678272e-05,"Memory CD4 T","TUBA4A"
1.00304298512424e-09,0.418931440988948,0.449,0.286,1.37557314979938e-05,"Memory CD4 T","PPA1"
1.10720679178652e-09,0.483584305584185,0.379,0.233,1.51842339425603e-05,"Memory CD4 T","LEPROTL1"
1.25584982009886e-09,0.350441425848737,0.6,0.417,1.72227244328358e-05,"Memory CD4 T","COX6C"
1.43499407777708e-09,0.172884341360773,0.998,0.985,1.96795087826349e-05,"Memory CD4 T","RPS8"
1.56368147284799e-09,0.255764006420145,0.53,0.331,2.14443277186373e-05,"Memory CD4 T","CD7"
1.94871883746937e-09,0.279462377927961,0.327,0.184,2.67247301370549e-05,"Memory CD4 T","TECR"
2.12648138952315e-09,0.206994213506688,0.967,0.877,2.91625657759205e-05,"Memory CD4 T","RPL38"
2.22196862103558e-09,0.265634757858801,0.901,0.752,3.0472077668882e-05,"Memory CD4 T","TOMM7"
2.71272488463811e-09,0.434228072688549,0.284,0.165,3.72023090679271e-05,"Memory CD4 T","PDCD5"
2.97119946862364e-09,0.189302090351005,0.99,0.948,4.07470295127046e-05,"Memory CD4 T","RPL37A"
3.00152081337681e-09,-0.792186484023145,0.155,0.267,4.11628564346496e-05,"Memory CD4 T","ASAH1"
3.14107999260691e-09,0.370329698404001,0.605,0.436,4.30767710186112e-05,"Memory CD4 T","SKP1"
3.37597220708703e-09,0.2074512591024,0.772,0.611,4.62980828479916e-05,"Memory CD4 T","EIF4A2"
4.47198660553896e-09,0.157165773819984,0.998,0.981,6.13288243083613e-05,"Memory CD4 T","RPL18"
4.4916736841598e-09,-0.595870863987547,0.791,0.765,6.15988129045675e-05,"Memory CD4 T","CD37"
4.73638692824784e-09,0.449926838607134,0.375,0.231,6.49548103339908e-05,"Memory CD4 T","RWDD1"
4.74945398839993e-09,0.26130273192963,0.692,0.494,6.51340119969167e-05,"Memory CD4 T","HMGN1"
5.28763550268262e-09,0.31854032752023,0.851,0.731,7.25146332837895e-05,"Memory CD4 T","TSC22D3"
5.96918042746548e-09,0.159890047561939,1,0.994,8.18613403822616e-05,"Memory CD4 T","RPL19"
6.57677352108073e-09,-0.814799882317467,0.149,0.268,9.01938720681011e-05,"Memory CD4 T","LGALS3"
8.92798206108038e-09,0.338291036752506,0.489,0.334,0.000122438345985656,"Memory CD4 T","BTG2"
1.04243509845962e-08,0.263164189189493,0.385,0.239,0.000142959549402752,"Memory CD4 T","CCNL1"
1.05038357196618e-08,0.619161008851948,0.356,0.229,0.000144049603059442,"Memory CD4 T","SLC2A3"
1.11006968495925e-08,-1.56476766285796,0.994,0.989,0.000152234956595312,"Memory CD4 T","FTH1"
1.15292043519704e-08,0.152846510404267,1,0.991,0.000158111508482923,"Memory CD4 T","RPL21"
1.18368869171618e-08,0.31896404179764,0.306,0.184,0.000162331067181957,"Memory CD4 T","SBDS"
1.27301318722604e-08,0.47046621965549,0.408,0.263,0.000174581028496179,"Memory CD4 T","PSMC5"
1.37183502241386e-08,0.128836692225395,1,0.995,0.000188133454973837,"Memory CD4 T","RPL32"
1.46534510880401e-08,-0.626707166244161,0.41,0.484,0.000200957428221381,"Memory CD4 T","PRELID1"
1.54077904494612e-08,0.292545263779141,0.824,0.674,0.000211302438223911,"Memory CD4 T","MYL12B"
1.71934023608941e-08,0.284478650172343,0.294,0.171,0.000235790319977301,"Memory CD4 T","ADD3"
1.87798973422311e-08,-0.689580150014827,0.188,0.299,0.000257547512151357,"Memory CD4 T","CNPY3"
2.02785531530184e-08,0.296252795746303,0.4,0.256,0.000278100077940494,"Memory CD4 T","ABRACL"
2.11108580114617e-08,0.242356962601139,0.948,0.866,0.000289514306769185,"Memory CD4 T","BTG1"
2.19426673639323e-08,0.153308759763889,0.99,0.966,0.000300921740228967,"Memory CD4 T","RPL7"
3.33477493782512e-08,0.271835499336157,0.3,0.176,0.000457331034973337,"Memory CD4 T","DSTN"
3.56474141397876e-08,0.299647339954171,0.605,0.458,0.000488868637513048,"Memory CD4 T","RAN"
5.6473548583936e-08,0.164856541079803,0.94,0.834,0.000774478245280098,"Memory CD4 T","UBC"
6.01590506743885e-08,0.203005504667394,0.424,0.274,0.000825021220948564,"Memory CD4 T","C12orf57"
8.32191996868708e-08,0.12859871207333,0.998,0.99,0.00114126810450575,"Memory CD4 T","RPS15"
9.08308622573328e-08,-0.372772849781303,0.884,0.85,0.00124565444499706,"Memory CD4 T","SERF2"
9.83661848699395e-08,0.0746526543275721,0.998,0.978,0.00134899385930635,"Memory CD4 T","HLA-C"
1.0149287166101e-07,0.276652026676233,0.371,0.234,0.00139187324195909,"Memory CD4 T","DUSP2"
1.06298731344353e-07,0.159073348402119,0.988,0.947,0.00145778080165646,"Memory CD4 T","RPL37"
1.18410239731041e-07,0.28335564878973,0.687,0.542,0.00162387802767149,"Memory CD4 T","SNRPD2"
1.19619399621641e-07,0.314235459608342,0.298,0.185,0.00164046044641118,"Memory CD4 T","KARS"
1.20618880875789e-07,0.288969785609426,0.499,0.349,0.00165416733233057,"Memory CD4 T","MZT2B"
1.34336490767541e-07,0.327562390283605,0.458,0.312,0.00184229063438606,"Memory CD4 T","SEPT9"
1.40627840233321e-07,0.164479398691012,0.735,0.571,0.00192857020095977,"Memory CD4 T","CXCR4"
1.59810612845522e-07,-0.850324081281224,0.636,0.591,0.00219164274456348,"Memory CD4 T","SRGN"
1.87949902124415e-07,0.244099221292064,0.257,0.148,0.00257754495773423,"Memory CD4 T","ABHD14B"
2.06323219343606e-07,0.272642215208032,0.611,0.467,0.00282951663007822,"Memory CD4 T","LDHA"
2.50370311282675e-07,0.303025265189534,0.652,0.511,0.00343357844893061,"Memory CD4 T","HSP90AA1"
2.66896722450006e-07,-0.18282404581104,0.942,0.921,0.00366022165167938,"Memory CD4 T","PFDN5"
2.83637329925577e-07,0.309070691626484,0.53,0.389,0.00388980234259936,"Memory CD4 T","MIF"
3.12097017553565e-07,0.179189828007892,0.95,0.874,0.00428009849872958,"Memory CD4 T","RPS4Y1"
3.21600903063213e-07,0.248650440390558,0.482,0.341,0.0044104347846089,"Memory CD4 T","YWHAZ"
3.48378209351587e-07,0.219082564361724,0.321,0.2,0.00477765876304766,"Memory CD4 T","CAPN2"
4.03729287165004e-07,0.142456211384744,0.919,0.814,0.00553674344418087,"Memory CD4 T","GLTSCR2"
4.21929718543945e-07,0.231032554383265,0.308,0.193,0.00578634416011166,"Memory CD4 T","BUB3"
4.36354429057649e-07,-0.548865170412848,0.217,0.316,0.0059841646400966,"Memory CD4 T","PGLS"
4.51396735267632e-07,-0.402711460952362,0.708,0.75,0.00619045482746031,"Memory CD4 T","MT-ATP6"
4.53318845042128e-07,0.178898053913885,0.652,0.474,0.00621681464090775,"Memory CD4 T","CD99"
5.29384374778609e-07,0.332842679593268,0.3,0.192,0.00725997731571384,"Memory CD4 T","IL10RA"
5.44032131487977e-07,0.212147182714123,0.863,0.731,0.00746085665122611,"Memory CD4 T","RPL36AL"
5.61921641381941e-07,0.248956303861582,0.327,0.207,0.00770619338991194,"Memory CD4 T","TERF2IP"
5.65705452652679e-07,0.102712145225225,1,0.979,0.00775808457767884,"Memory CD4 T","RPS23"
6.17681304242259e-07,-0.350816590846634,0.923,0.908,0.00847088140637834,"Memory CD4 T","MT-CO2"
6.87486364949047e-07,0.429899873580099,0.271,0.172,0.00942818800891123,"Memory CD4 T","NSMCE1"
7.87632455912353e-07,0.188799204120718,0.28,0.169,0.010801591500382,"Memory CD4 T","PSIP1"
7.98673709929496e-07,-0.076585969257978,0.383,0.242,0.0109530112579731,"Memory CD4 T","CD247"
8.32131320144825e-07,-0.554844295293114,0.4,0.471,0.0114118489244661,"Memory CD4 T","PLAC8"
1.00732688544332e-06,0.219631100349488,0.327,0.214,0.0138144809069697,"Memory CD4 T","DDX24"
1.0290662533684e-06,0.120368025622756,0.269,0.158,0.0141126145986942,"Memory CD4 T","ANXA2R"
1.08581558442924e-06,-0.555132617455557,0.217,0.313,0.0148908749248626,"Memory CD4 T","PTPN6"
1.09882862695501e-06,-0.521787565390198,0.308,0.403,0.015069335790061,"Memory CD4 T","H3F3A"
1.18934569847236e-06,0.16913978208105,0.983,0.917,0.0163106869088499,"Memory CD4 T","HNRNPA1"
1.2118950666692e-06,0.367776796556349,0.313,0.202,0.0166199289443015,"Memory CD4 T","DDIT4"
1.28769832250968e-06,0.195541380524037,0.433,0.303,0.0176594947948978,"Memory CD4 T","XRCC6"
1.33291166139652e-06,-0.492244051706525,0.385,0.464,0.0182795505243919,"Memory CD4 T","BST2"
1.55434779994519e-06,0.248972567070268,0.94,0.903,0.0213163257284483,"Memory CD4 T","RPL34"
1.65370180565203e-06,0.243438347391257,0.265,0.164,0.022678866562712,"Memory CD4 T","MYLIP"
1.70456036654332e-06,0.268227294237416,0.658,0.516,0.0233763408667752,"Memory CD4 T","RPL41"
1.82151878555171e-06,0.180265993092988,0.284,0.175,0.0249803086250562,"Memory CD4 T","CRBN"
2.12662462180222e-06,0.339102191399353,0.745,0.612,0.0291645300633957,"Memory CD4 T","IER2"
2.38232460513567e-06,0.260416170431546,0.934,0.848,0.0326711996348305,"Memory CD4 T","ACTG1"
2.42547550132662e-06,-0.573687714713739,0.215,0.305,0.0332629710251933,"Memory CD4 T","SUPT4H1"
2.43585588786404e-06,-0.27311709708509,0.959,0.943,0.0334053276461674,"Memory CD4 T","MT-ND1"
2.57636793550879e-06,0.169126328453461,0.327,0.22,0.0353323098675676,"Memory CD4 T","ICAM2"
2.94384124048602e-06,-0.686419471793736,0.277,0.351,0.0403718387720253,"Memory CD4 T","ATP6V0B"
3.2116667175639e-06,0.159506206884506,0.959,0.872,0.0440447973646713,"Memory CD4 T","EEF1B2"
3.2438313089397e-06,-0.437074039976595,0.313,0.383,0.0444859025707991,"Memory CD4 T","TALDO1"
3.33017578938857e-06,-0.14776257498773,0.973,0.981,0.0456700307756748,"Memory CD4 T","MT-CO3"
3.42868130936756e-06,0.239457030850132,0.321,0.213,0.0470209354766667,"Memory CD4 T","CDC42SE2"
3.83155691179346e-06,0.0869475033959164,0.261,0.162,0.0525459714883355,"Memory CD4 T","HNRNPH3"
3.99585284428942e-06,-0.43930020702079,0.271,0.366,0.0547991259065851,"Memory CD4 T","POLD4"
4.35900388974718e-06,0.256043670010015,0.253,0.157,0.0597793793439928,"Memory CD4 T","DDX18"
4.39290251940153e-06,-0.427351889007143,0.377,0.462,0.0602442651510726,"Memory CD4 T","C11orf31"
4.57485081290137e-06,0.36067329713541,0.317,0.214,0.0627395040481294,"Memory CD4 T","TAP1"
5.74273679638896e-06,0.2172997248497,0.791,0.608,0.0787558924256782,"Memory CD4 T","S100A10"
5.74453023136175e-06,0.12903169222768,1,0.974,0.0787804875928951,"Memory CD4 T","RPS5"
5.85191132751162e-06,0.282725302674396,0.298,0.191,0.0802531119454944,"Memory CD4 T","HSPE1"
6.53716618471946e-06,0.252635710061933,0.352,0.241,0.0896506970572427,"Memory CD4 T","DUT"
6.62387993456844e-06,0.237538667522723,0.404,0.284,0.0908398894226716,"Memory CD4 T","KRTCAP2"
6.71096177421023e-06,0.284835386904633,0.638,0.497,0.0920341297715192,"Memory CD4 T","GTF3A"
7.21716746950085e-06,0.222911558184779,0.422,0.305,0.0989762346767347,"Memory CD4 T","CCDC109B"
7.31606567657566e-06,0.201536046146717,0.395,0.28,0.100332524688559,"Memory CD4 T","SUB1"
7.93367961885441e-06,0.158842866310356,0.398,0.271,0.108802482292969,"Memory CD4 T","C9orf78"
8.38135900558927e-06,0.36278374224255,0.277,0.181,0.114941957402651,"Memory CD4 T","TRAM1"
8.65101022602836e-06,-0.205835705313506,0.963,0.946,0.118639954239753,"Memory CD4 T","RPS11"
9.07593020774009e-06,-0.455781542463473,0.557,0.57,0.124467306868948,"Memory CD4 T","RHOA"
9.34965400954546e-06,0.159485523105378,0.282,0.18,0.128221155086906,"Memory CD4 T","ARL4C"
1.08025608523397e-05,0.106698721086905,0.54,0.395,0.148146319528987,"Memory CD4 T","UBE2D2"
1.115389366104e-05,0.174046509701641,0.54,0.407,0.152964497667502,"Memory CD4 T","EID1"
1.46555619344081e-05,0.281098326948431,0.493,0.353,0.200986376368473,"Memory CD4 T","TRMT112"
1.65494994621883e-05,0.272035529112593,0.263,0.174,0.226959835624451,"Memory CD4 T","MATR3"
1.69891442584915e-05,-0.00202668242105375,0.304,0.204,0.232989124360952,"Memory CD4 T","SIVA1"
1.72668888165086e-05,0.11283621381728,0.375,0.262,0.236798113229598,"Memory CD4 T","PPP1R2"
1.85348017577e-05,0.219826619804769,0.251,0.158,0.254186271305098,"Memory CD4 T","N4BP2L2"
1.92006117481414e-05,0.238270313415968,0.325,0.228,0.263317189514012,"Memory CD4 T","IDS"
2.14722911969046e-05,0.19174711303103,0.414,0.29,0.29447100147435,"Memory CD4 T","ATPIF1"
2.18457111525173e-05,0.216564231027262,0.273,0.178,0.299592082745623,"Memory CD4 T","MRPL34"
2.32261588199937e-05,0.174807936859684,0.507,0.374,0.318523542057394,"Memory CD4 T","NDUFS5"
2.45438964828132e-05,0.186706234026242,0.259,0.167,0.3365949963653,"Memory CD4 T","HMOX2"
2.61715077515451e-05,0.107260300818974,0.482,0.354,0.35891605730469,"Memory CD4 T","CMPK1"
3.67233281773629e-05,-0.393601397262611,0.286,0.357,0.503623722624355,"Memory CD4 T","LAMTOR1"
3.9600022108333e-05,-0.58597426763093,0.296,0.356,0.543074703193678,"Memory CD4 T","CD63"
3.98431072499971e-05,0.239075954626347,0.602,0.459,0.54640837282646,"Memory CD4 T","SRSF7"
4.26269689824589e-05,0.112574474514692,0.253,0.165,0.584586252625442,"Memory CD4 T","WTAP"
4.66365467996966e-05,-0.545634520946098,0.306,0.379,0.639573602811039,"Memory CD4 T","SERPINB1"
5.29761621342205e-05,0.140443733815016,0.903,0.792,0.7265150875087,"Memory CD4 T","RPL22"
5.92163631470493e-05,0.236464279020361,0.269,0.178,0.812093204198635,"Memory CD4 T","CHURC1"
6.31947121523016e-05,0.161578884235123,0.265,0.174,0.866652282456664,"Memory CD4 T","USMG5"
6.56496751373345e-05,0.0770423577075299,1,0.99,0.900319644833405,"Memory CD4 T","RPL26"
6.68552923345024e-05,-0.326776828937019,0.675,0.639,0.916853479075366,"Memory CD4 T","CLIC1"
7.08794803834521e-05,0.210944152529289,0.507,0.39,0.972041193978662,"Memory CD4 T","CIB1"
7.32567611712847e-05,0.212597039237877,0.35,0.254,1,"Memory CD4 T","ANXA11"
7.48894065418749e-05,0.200379334708537,0.294,0.199,1,"Memory CD4 T","MGST3"
8.16672356980674e-05,-0.515290405630087,0.323,0.384,1,"Memory CD4 T","ATP6V1F"
8.17966140455526e-05,0.23157745301289,0.389,0.286,1,"Memory CD4 T","PRDX1"
8.18856982738216e-05,0.0848143451490069,1,0.995,1,"Memory CD4 T","RPL15"
8.24561878711597e-05,0.132386970490579,0.505,0.373,1,"Memory CD4 T","PPP1R15A"
8.3178990268246e-05,0.179369015875014,0.727,0.586,1,"Memory CD4 T","KLF2"
8.37063903483851e-05,0.14678251980724,0.563,0.43,1,"Memory CD4 T","HNRNPA0"
8.63818994382021e-05,-0.388614064643126,0.23,0.306,1,"Memory CD4 T","CLTA"
9.06509132981825e-05,0.0443929856122796,0.965,0.87,1,"Memory CD4 T","HLA-E"
9.20812788310902e-05,0.301228499578812,0.511,0.386,1,"Memory CD4 T","PTGES3"
9.77852880627102e-05,0.18025878824827,0.294,0.204,1,"Memory CD4 T","TCEA1"
9.80752461707173e-05,0.110983132605643,0.739,0.61,1,"Memory CD4 T","HMGB1"
0.000101698382509931,-0.460298788668293,0.499,0.525,1,"Memory CD4 T","LAMTOR4"
0.000102065631781893,0.250731707787207,0.468,0.355,1,"Memory CD4 T","EIF3E"
0.000106181132134223,0.190520706310929,0.487,0.372,1,"Memory CD4 T","SPCS1"
0.00010639680061844,0.0927281813289935,0.364,0.272,1,"Memory CD4 T","ARHGDIA"
0.000106656912161559,0.134239800366647,0.346,0.245,1,"Memory CD4 T","MINOS1"
0.000112955204092682,-0.477290673283699,0.449,0.47,1,"Memory CD4 T","FKBP1A"
0.000114565601992193,0.130080995253828,0.799,0.675,1,"Memory CD4 T","COX7C"
0.000116043546439054,0.216306532477398,0.458,0.348,1,"Memory CD4 T","DAD1"
0.000117424729289498,0.165077166983349,0.257,0.173,1,"Memory CD4 T","OSTC"
0.000118950708576333,0.206456554990999,0.271,0.186,1,"Memory CD4 T","MRP63"
0.000122837798480092,0.158497671212193,0.764,0.627,1,"Memory CD4 T","RAC2"
0.00012673683616804,0.230506411152886,0.327,0.23,1,"Memory CD4 T","CD47"
0.000131483879930157,0.166099213262752,0.364,0.262,1,"Memory CD4 T","C19orf60"
0.000132850830410678,-0.35778504957185,0.215,0.289,1,"Memory CD4 T","VASP"
0.000135030254766922,0.163797206546846,0.28,0.19,1,"Memory CD4 T","HNRNPR"
0.000136474964494675,-0.510291601289887,0.681,0.631,1,"Memory CD4 T","NEAT1"
0.000157587805377517,0.184995471018118,0.282,0.197,1,"Memory CD4 T","FNBP1"
0.000170115945407864,0.205769199906584,0.317,0.222,1,"Memory CD4 T","EIF4B"
0.000170460581843936,-0.230475322770233,0.329,0.4,1,"Memory CD4 T","ID2"
0.000176673226193202,0.13850490705623,0.513,0.406,1,"Memory CD4 T","PKM"
0.000178585918044116,0.213754326822995,0.3,0.21,1,"Memory CD4 T","SIGIRR"
0.000184674588401662,0.183856883259982,0.28,0.195,1,"Memory CD4 T","CCT3"
0.000188732511950829,0.20651999393334,0.251,0.167,1,"Memory CD4 T","RPA2"
